posting_id,company_name,title,canonical_url,location,employment_type,remote_type,minimum_years,salary_minimum,salary_maximum,summary,first_seen_at,last_updated,is_active
fa91cd5f-cfe6-4645-8ffe-72431a2c15b6,Sharkmob,Level Designer,https://career.sharkmob.com/jobs/7958839-level-designer,Unlisted,,,,,,,2026-06-24,2026-07-04 18:25:26.797761+00:00,TRUE
5f385d91-d424-4174-8b25-58632973275c,Skeleton Key,Writer,https://careers.hasbro.com/careers/job/68761045692,"Austin, Texas, United States",,onsite,,,,For games,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
e15b1211-3862-4fe4-b069-e8089344db1f,Sledgehammer Games,Expert Level Designer (Single Player) - Sledgehammer Games,https://xboxgaming.wd1.myworkdayjobs.com/en-US/External/job/Toronto---Activision---Sledgehammer-Games/Expert-Level-Designer_R025769,"Toronto, Ontario, Canada",,,8,147000,190000,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
6c3c7ac8-a45f-4a76-a156-125590acf6da,Sony Interactive Entertainment,Mission Designer,https://job-boards.greenhouse.io/sonyinteractiveentertainmentglobal/jobs/5989156004,"Bend, Oregon, United States",,onsite,,,,Technical Mission Designer,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
beeffac3-fa4c-4a41-9641-0f781517acc4,Sperasoft,Level Designer,https://apply.workable.com/sperasoft/j/0C84A1E07B/,"Belgrade, Serbia",,hybrid,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
ee773d75-a345-4348-8054-4651870cbe88,Sperasoft,Level Designer,https://apply.workable.com/sperasoft/j/9DC078FD3C/,"Warsaw, Mazowieckie, Poland",,hybrid,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
4eb29f53-e288-4e91-9114-8e8ad7fa79ce,Sperasoft,Level Designer,https://apply.workable.com/sperasoft/j/408066C36C/,"Yerevan, Armenia",,hybrid,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
c0971570-8505-4399-ad58-78d00d8374b8,Studio Wildcard,Level Designer,https://studiowildcard.bamboohr.com/careers/70,USA,full-time,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
d86934d4-ff21-445d-87fb-3987d5cc9f1a,Sumo Digital,Level Designer,https://www.sumo-digital.com/careers/level-designer-bc74a56a/,India,,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
6b6c55f2-bd8b-4818-82dd-2b2a0785ae04,Sumo India,Level Designer,https://sumodigitalltd.careers.hibob.com/jobs/bc74a56a-1129-474b-9bd5-8ac5d826b31f,India,full-time,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
f24234d9-d979-4465-9d20-7fc54ddd52d8,TapBlaze,Narrative Designer,https://tapblaze.com/career/?ashby_jid=21059cd5-d46c-48e8-85b7-28e2552cee8b,"Los Angeles, California, United States",,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
37d92ec9-48b3-4e4d-bf72-37a95a44b337,TapBlaze,Senior Narrative Designer,https://jobs.ashbyhq.com/tapblaze/7682e8ed-9ddc-497e-b3d5-5a8c417e4b5d,Los Angeles Office,,onsite,2,65000,100000,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
f343b8a0-2e58-4dba-b9fa-a96a19493121,teamLFG,Senior Gameplay Designer (Combat & AI),https://job-boards.greenhouse.io/teamlfg/jobs/6019053004,USA,full-time,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
73ad1d72-0e34-4f89-bf7d-5a36adb0a2f2,teamLFG,Staff Gameplay Designer - Social (Contract),https://job-boards.greenhouse.io/teamlfg/jobs/6000510004,USA,contract,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
9c3c4988-d3be-4579-8055-d57542c66180,Techland,Level Designer,https://jobs.smartrecruiters.com/TechlandSA/744000124672597-lead-level-designer,"Wrocław, Lower Silesian Voivodeship, Poland",,onsite,,,,Must be fluent in English,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
af3f0b3b-d73e-4893-83e9-576b298f61a7,Techland,Level Designer,https://jobs.smartrecruiters.com/TechlandSA/744000124861929-junior-level-designer,"Wrocław, Lower Silesian Voivodeship, Poland",,onsite,,,,Must be fluent in English,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
a9414d7f-d9b2-4973-bd72-77462898aa64,Techland,Quest Designer,https://techland.net/job-offers/quest-designer-79,,,,,,,,2026-07-02,2026-07-04 18:25:26.797761+00:00,TRUE
7a98463c-b893-4bf5-ad36-7d4a8f4327b7,Techland,Writer,https://techland.net/job-offers/writer-70,,,,,,,,2026-07-02,2026-07-04 18:25:26.797761+00:00,TRUE
19445f08-f89c-4810-851a-915a82164b9a,Templar Media,Writer,https://templar.applytojob.com/apply/lINuxHYsPr/Game-Writer,"Alpharetta, Georgia, United States",,hybrid,,,,For games,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
16a7511e-1ef3-4212-a3c1-897dd5c83281,Tencent,ナラティブデザイナー｜Narrative Designer,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Japan-Tokyo-Business-Tower/-Narrative-Designer_R104425-2,,full-time,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
2b05b1cc-eca5-4d45-8c53-2273f1ccbdb4,The Marshmallow Project,Narrative Designer,https://emploi.afjv.com/emploi-jeux-video/ECEP2258-28432,"Paris, France",CDI,,,,,Passionate about crafting experiences and impact on kids education.,2026-06-16,2026-07-04 18:25:26.797761+00:00,TRUE
09eaeeb8-5e7b-4c1b-a5b9-9e46247865ee,Torpor Games,Writer,https://torporgames.careers.hibob.com/jobs/43ddbf40-058b-4588-9b79-f5bd97b0e42a,"Berlin, Germany",,hybrid,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
1bceaa9c-16f4-40f9-8fef-4864499222d2,Tripledot,Level Designer,https://job-boards.eu.greenhouse.io/tripledotstudios/jobs/4861886101,Europe,full-time,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
b4db7866-b186-437e-b67a-435693c25b87,Tripledot Studios,Middle Narrative Designer,https://job-boards.eu.greenhouse.io/tripledotstudios/jobs/4903801101,Tblisi,full-time,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
bc3cfdf6-a31a-4328-821d-7d41f03529bd,Tripledot Studios,Middle Narrative Designer,https://job-boards.eu.greenhouse.io/tripledotstudios/jobs/4903774101,Minsk,full-time,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
d22b6b6c-722c-4874-a6e7-b14d42acfd9a,Tripledot Studios,Senior Level Designer,https://job-boards.eu.greenhouse.io/tripledotstudios/jobs/4917292101,Jakarta,,,4,,,,2026-07-04,2026-07-04 18:25:26.797761+00:00,TRUE
9da935b8-1632-4460-93d2-4b9a64464a93,True Players,Mid-Senior Level Designer,https://trueplayers.co.uk/jobs/mid-senior-level-designer.html,UK,full-time,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
68f00790-e59b-4d1a-9c3b-97eb0c6119de,Ubisoft Montpellier,Senior Level Designer  - BEYOND GOOD & EVIL 2 (F/H/NB),https://jobs.smartrecruiters.com/Ubisoft2/744000112973822,"Montpellier, France",,,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
3583305f-4029-4f57-b4b8-22fa17ebbc49,Ubisoft Toronto,Team Lead Level Designer [Splinter Cell Remake],https://jobs.smartrecruiters.com/Ubisoft2/744000130865299,"Toronto, Canada",,,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
bcc3a770-c8ee-4eb1-92a3-9e17f437e147,Unity,Technical Writer,https://unitytech.wd1.myworkdayjobs.com/en-US/Unity/job/Brighton-United-Kingdom/Senior-Technical-Writer_JOBREQ-2615945,2 Locations,,,,,,,2026-07-03,2026-07-04 18:25:26.797761+00:00,TRUE
9e85737f-af30-4263-8e2c-7966e2a136b2,University of Cincinnati,"Assistant Professor, Games and Animation",https://jobs.uc.edu/job/Cincinnati-Assistant-Professor%2C-Games-and-Animation%2C-School-of-Art%2C-College-of-DAAP-OH-45201/1333741700/,"Cincinnati, Ohio",,,,,,Writer who can also do animation.,2026-06-16,2026-07-04 18:25:26.797761+00:00,TRUE
febc44fe-f0ca-4f19-8741-5ddd78c80b37,Velan Studios,Level Designer (Senior+),https://apply.workable.com/j/1B5DFBDFA9,"Toronto, Ontario, Canada",,,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
4197771a-ef46-498f-b88d-f8550f8348cf,Vinci Games,Senior World / Level Designer & Artist - Social VR,https://www.ycombinator.com/companies/vinci-games/jobs/Dj5VYTN-senior-world-level-designer-artist-social-vr,USA,contract,remote,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
f57f1ec6-ae99-4acb-9eb1-789c855f2da0,Virtuos,Lead Level Designer,https://fa-exhj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2005,China,,,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
32362f34-8657-4e9d-845c-89f45ca38315,Volka,Junior Narrative Designer,https://jobs.ashbyhq.com/volka/c007672a-e9a2-4338-8ed8-a07ad70dcf23,"Cyprus, Limassol",,onsite,,,,,2026-07-04,2026-07-04 18:25:26.797761+00:00,TRUE
a06c2e69-6780-4667-b2ff-744ef7a7cdbe,Volmi Games,Level Designer,https://fa-exhj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1960,"Kyiv, Ukraine",,hybrid,,,,Must be based in Ukraine and fluent in English,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
53302b81-f206-4097-8e58-ae5bb7648fae,Volmi Games,Level Designer,https://fa-exhj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1999,"Kyiv, Ukraine",,hybrid,,,,Must be based in Ukraine and fluent in English,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
f594781b-4fff-4074-9c19-21cca05bc634,Volmi Games,Level Designer,https://fa-exhj-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/2034,"Kyiv, Ukraine",,hybrid,,,,Must be based in Ukraine and fluent in English,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
ecd8263f-3ad9-42a8-9c06-8beed2b523eb,Voodoo,Level Designer - Puzzle Games,https://jobs.ashbyhq.com/voodoo/8451efa4-1869-4bd9-bb22-245f232705ed,Paris,,remote,2,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
5138675d-0ff4-44b6-a000-7c998cb1fdc2,Warner Bros. Games,Lead Writer,https://warnerbros.wd5.myworkdayjobs.com/en-US/global/job/UT-Salt-Lake-City-175-East-400-South/Lead-Writer_R000106678,"Salt Lake City, Utah, United States of America",,,,,,,2026-06-29,2026-07-04 18:25:26.797761+00:00,TRUE
8b323185-5e07-4809-acdd-cb9ec98884be,Wizards of the Coast,Narrative Designer,https://job-boards.greenhouse.io/hasbro/jobs/4290234009,"Renton, Washington, United States",,hybrid,,,,3-month contract with possibility to extend to 12 months,2026-06-24,2026-07-04 18:25:26.797761+00:00,TRUE
fc3e98fa-3469-49f1-9e85-a9d3bab0b812,Wizards of the Coast,Narrative Designer,https://job-boards.greenhouse.io/hasbro/jobs/4273441009,"Renton, Washington, United States",,onsite,,,,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
01b2c006-ee4c-4776-8049-633ba1eccd0c,Wizards of the Coast,Senior Writer,https://careers.hasbro.com/careers?query=&pid=68761045692,"Austin, TX, United States",,,4,109000,164000,,2026-06-22,2026-07-04 18:25:26.797761+00:00,TRUE
